year,team,tg,g,pa,hr,r,rbi,sb,bb%,k%,iso,babip,avg,obp,slg,woba,wrc+,bsr,off,def,war,era,whip,defeff,rtot,defrunssaved,made_playoffs
2005,ATLANTA BRAVES,162,2347,6186,184,769,733,92,8.60%,17.50%,0.17,0.298,0.265,0.333,0.435,0.331,100,-1.7,-3.1,96.7,29.6,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2004,ATLANTA BRAVES,162,2349,6339,178,803,767,86,9.30%,18.30%,0.164,0.309,0.27,0.343,0.434,0.336,100,14.1,13.0,71.5,29.0,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2003,ATLANTA BRAVES,162,2362,6378,235,907,872,68,8.50%,14.60%,0.192,0.302,0.284,0.349,0.475,0.354,112,9.5,105.3,46.7,35.6,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2002,ATLANTA BRAVES,161,2319,6224,164,708,669,76,9.00%,16.50%,0.15,0.29,0.26,0.331,0.409,0.322,94,-7.9,-57.8,66.4,21.1,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2001,ATLANTA BRAVES,162,2141,6152,174,729,696,85,8.00%,16.90%,0.152,0.29,0.26,0.324,0.412,0.317,89,-3.3,-88.9,99.8,20.9,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2000,ATLANTA BRAVES,162,2039,6275,179,810,758,148,9.50%,16.10%,0.157,0.302,0.271,0.346,0.429,0.339,96,4.6,-33.9,83.2,24.5,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2024,TORONTO BLUE JAYS,162,2400,6060,156,671,640,72,8.40%,20.30%,0.148,0.283,0.241,0.313,0.389,0.307,101,-12.7,-3.0,21.1,22.7,3.83,1.24,0.711,-14.0,102.0,0
2023,TORONTO BLUE JAYS,162,2403,6220,188,746,705,99,8.80%,20.90%,0.161,0.301,0.256,0.329,0.417,0.324,107,-10.4,39.0,3.2,25.5,3.78,1.24,0.707,20.0,37.0,0
2022,TORONTO BLUE JAYS,162,2445,6158,200,775,756,67,8.10%,20.20%,0.168,0.305,0.264,0.329,0.431,0.331,118,-3.1,121.1,3.1,33.5,3.88,1.24,0.703,-24.0,-10.0,0
2021,TORONTO BLUE JAYS,162,2383,6070,262,846,816,81,8.20%,20.10%,0.2,0.296,0.266,0.33,0.466,0.34,112,1.0,93.2,-5.5,29.6,3.91,1.23,0.705,5.0,8.0,0
2020,TORONTO BLUE JAYS,60,910,2263,88,302,288,33,9.00%,22.40%,0.186,0.297,0.255,0.325,0.441,0.329,104,-2.2,8.5,-18.3,5.1,4.6,1.47,0.684,-4.0,-16.0,0
2019,TORONTO BLUE JAYS,162,2354,6091,247,726,697,51,8.40%,24.90%,0.192,0.28,0.236,0.305,0.428,0.31,92,-7.7,-67.1,-21.4,12.8,4.79,1.43,0.68,-25.0,-30.0,0
2018,TORONTO BLUE JAYS,162,2435,6076,217,709,680,47,8.20%,22.80%,0.183,0.286,0.244,0.312,0.427,0.319,100,-21.2,-23.7,-32.8,15.5,4.85,1.37,0.687,-61.0,-100.0,0
2017,TORONTO BLUE JAYS,162,2455,6154,222,693,661,53,8.80%,21.60%,0.172,0.276,0.24,0.312,0.412,0.312,93,-12.5,-69.3,-52.2,8.1,4.42,1.37,0.691,-9.0,-9.0,0
2016,TORONTO BLUE JAYS,162,2349,6233,221,759,728,54,10.10%,21.90%,0.178,0.289,0.248,0.33,0.426,0.327,104,-8.9,21.9,-1.1,23.7,3.78,1.24,0.703,-24.0,-12.0,0
2015,TORONTO BLUE JAYS,162,2337,6231,232,891,852,88,9.10%,18.50%,0.188,0.298,0.269,0.34,0.457,0.344,117,11.0,135.9,6.6,36.7,3.8,1.23,0.703,-21.0,-10.0,0
2014,TORONTO BLUE JAYS,162,2397,6167,177,723,690,78,8.10%,18.70%,0.155,0.295,0.259,0.323,0.414,0.325,107,0.0,44.9,-40.7,21.7,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2013,TORONTO BLUE JAYS,162,2314,6152,185,712,669,112,8.30%,18.30%,0.158,0.284,0.252,0.318,0.411,0.32,99,3.8,-2.8,-38.4,17.0,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2012,TORONTO BLUE JAYS,162,2289,6094,198,716,677,123,7.80%,20.50%,0.161,0.281,0.245,0.309,0.407,0.311,92,2.5,-55.8,-15.6,14.0,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2011,TORONTO BLUE JAYS,162,2265,6210,186,743,704,131,8.50%,19.10%,0.164,0.283,0.249,0.317,0.413,0.319,97,12.1,-11.6,-38.4,16.3,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2010,TORONTO BLUE JAYS,162,2206,6072,257,755,732,58,7.80%,19.20%,0.206,0.269,0.248,0.312,0.454,0.334,105,-12.3,25.1,-5.2,24.0,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2009,TORONTO BLUE JAYS,162,2202,6362,209,798,766,73,8.60%,16.20%,0.174,0.29,0.266,0.333,0.44,0.337,101,12.2,21.5,-52.6,19.1,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2008,TORONTO BLUE JAYS,162,2244,6191,126,714,681,80,8.40%,15.20%,0.135,0.295,0.264,0.331,0.399,0.322,94,-10.9,-60.7,13.8,16.7,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2007,TORONTO BLUE JAYS,162,2308,6197,165,753,719,57,8.60%,16.80%,0.16,0.29,0.259,0.327,0.419,0.326,95,-11.3,-47.2,-0.8,16.2,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2006,TORONTO BLUE JAYS,162,2329,6241,199,809,778,65,8.20%,14.50%,0.179,0.306,0.284,0.348,0.463,0.349,107,-15.0,43.6,3.4,25.4,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2005,TORONTO BLUE JAYS,162,2281,6233,136,775,735,72,7.80%,15.30%,0.142,0.296,0.265,0.331,0.407,0.323,94,12.3,-33.2,13.6,19.1,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2004,TORONTO BLUE JAYS,161,2194,6178,145,719,680,58,8.30%,17.50%,0.143,0.298,0.26,0.328,0.403,0.32,88,-9.3,-107.0,26.4,12.7,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2003,TORONTO BLUE JAYS,162,2278,6364,190,894,853,37,8.60%,17.00%,0.175,0.313,0.279,0.349,0.455,0.347,108,-5.7,56.6,-88.7,18.4,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2002,TORONTO BLUE JAYS,162,2236,6230,187,813,771,71,8.40%,18.30%,0.169,0.295,0.261,0.327,0.43,0.329,97,11.5,-15.5,-12.8,18.3,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2001,TORONTO BLUE JAYS,162,1859,6284,195,767,728,156,7.50%,17.40%,0.167,0.293,0.263,0.325,0.43,0.324,94,7.0,-38.9,-18.5,15.7,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2000,TORONTO BLUE JAYS,162,1871,6326,244,861,826,89,8.30%,16.20%,0.194,0.297,0.275,0.341,0.469,0.35,101,2.9,9.4,-15.1,20.6,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2024,OAKLAND ATHLETICS,162,2384,6034,196,643,619,98,8.20%,24.90%,0.159,0.284,0.233,0.301,0.393,0.303,101,-7.1,-1.1,-66.3,13.8,5.29,1.49,0.682,-31.0,-64.0,0
2023,OAKLAND ATHLETICS,162,2432,5966,171,585,563,149,8.30%,25.10%,0.147,0.276,0.223,0.298,0.37,0.293,88,1.5,-85.6,-54.6,6.5,5.48,1.54,0.675,-49.0,-64.0,0
2022,OAKLAND ATHLETICS,162,2394,5863,137,568,537,78,7.40%,23.70%,0.13,0.264,0.216,0.281,0.346,0.277,82,3.9,-112.5,-23.4,5.2,4.53,1.33,0.694,-42.0,-8.0,0
2021,OAKLAND ATHLETICS,162,2353,6104,199,743,698,88,8.90%,22.10%,0.168,0.278,0.238,0.317,0.406,0.313,102,0.8,19.4,6.8,23.6,4.02,1.26,0.708,-2.0,7.0,0
2020,OAKLAND ATHLETICS,60,865,2201,71,274,264,26,10.80%,23.80%,0.171,0.271,0.225,0.322,0.396,0.314,103,4.8,12.9,-11.3,8.0,3.77,1.22,0.716,6.0,18.0,1
2019,OAKLAND ATHLETICS,162,2363,6269,257,845,800,49,9.20%,21.30%,0.199,0.282,0.249,0.327,0.448,0.327,107,-3.1,53.8,-21.1,25.2,3.97,1.25,0.713,6.0,29.0,1
2018,OAKLAND ATHLETICS,162,2403,6255,227,813,778,35,8.80%,22.10%,0.187,0.294,0.252,0.325,0.439,0.329,112,-7.9,81.0,-8.1,29.5,3.81,1.24,0.712,10.0,14.0,1
2017,OAKLAND ATHLETICS,162,2350,6126,234,739,708,57,9.20%,24.30%,0.19,0.294,0.246,0.319,0.436,0.323,103,-10.3,15.1,-46.9,17.0,4.67,1.4,0.69,-45.0,-45.0,0
2016,OAKLAND ATHLETICS,162,2343,6022,169,653,634,50,7.30%,19.00%,0.149,0.28,0.246,0.304,0.395,0.302,89,-9.7,-88.0,-62.4,5.5,4.51,1.37,0.696,6.0,-6.0,0
2015,OAKLAND ATHLETICS,162,2349,6171,146,694,661,78,7.70%,18.10%,0.144,0.288,0.251,0.312,0.395,0.308,95,-1.0,-34.1,-60.7,11.3,4.14,1.33,0.707,39.0,51.0,0
2014,OAKLAND ATHLETICS,162,2358,6245,146,729,686,83,9.40%,17.70%,0.137,0.278,0.244,0.32,0.381,0.312,102,11.0,27.2,-26.3,21.6,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2013,OAKLAND ATHLETICS,162,2313,6209,186,767,725,74,9.20%,19.00%,0.165,0.289,0.254,0.327,0.419,0.327,108,10.0,66.2,-27.4,25.8,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2012,OAKLAND ATHLETICS,162,2247,6183,195,713,676,122,8.90%,22.40%,0.166,0.281,0.238,0.31,0.404,0.311,97,19.4,0.3,-23.5,19.4,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2011,OAKLAND ATHLETICS,162,2229,6104,114,645,612,117,8.30%,17.90%,0.125,0.283,0.244,0.311,0.369,0.301,89,-6.5,-82.2,-49.9,7.3,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2010,OAKLAND ATHLETICS,162,2255,6117,109,663,619,156,8.60%,17.30%,0.122,0.297,0.256,0.324,0.378,0.313,95,17.8,-20.6,0.1,20.0,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2009,OAKLAND ATHLETICS,162,2306,6247,135,759,723,133,8.40%,16.70%,0.135,0.298,0.262,0.328,0.397,0.32,94,12.8,-38.0,-38.6,14.2,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2008,OAKLAND ATHLETICS,161,2282,6138,125,646,610,88,9.40%,20.00%,0.127,0.289,0.242,0.318,0.369,0.306,86,12.4,-92.7,23.5,14.3,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2007,OAKLAND ATHLETICS,162,2220,6365,171,741,711,52,10.40%,17.60%,0.151,0.29,0.256,0.338,0.407,0.328,99,-7.0,-12.1,-32.1,17.2,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2006,OAKLAND ATHLETICS,162,2197,6281,175,771,735,61,10.30%,15.50%,0.152,0.285,0.26,0.34,0.412,0.328,97,-16.5,-38.5,-8.1,16.5,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2005,OAKLAND ATHLETICS,162,2164,6275,155,772,739,31,8.60%,13.10%,0.145,0.281,0.262,0.33,0.407,0.323,99,12.0,3.9,13.7,23.0,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2004,OAKLAND ATHLETICS,162,2217,6459,189,793,752,47,9.40%,16.40%,0.163,0.3,0.27,0.343,0.433,0.337,102,-5.8,10.7,-20.0,20.6,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2003,OAKLAND ATHLETICS,162,2197,6189,176,768,742,48,9.00%,14.50%,0.162,0.273,0.254,0.327,0.417,0.322,95,5.2,-35.5,-49.1,12.7,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2002,OAKLAND ATHLETICS,162,2312,6291,205,800,772,46,9.70%,16.00%,0.171,0.284,0.261,0.339,0.432,0.337,106,10.1,59.2,-32.7,24.0,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2001,OAKLAND ATHLETICS,162,1830,6385,199,884,835,68,10.00%,16.00%,0.175,0.288,0.264,0.345,0.439,0.338,108,0.6,64.5,0.4,28.0,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2000,OAKLAND ATHLETICS,161,2066,6432,239,947,908,40,11.70%,18.00%,0.188,0.3,0.27,0.36,0.458,0.356,109,1.9,80.7,-62.9,22.8,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2024,HOUSTON ASTROS,161,2336,6107,190,740,701,93,7.30%,19.30%,0.157,0.299,0.262,0.322,0.418,0.321,111,-12.8,66.2,-17.2,26.1,4.02,1.28,0.699,-28.0,12.0,1
2023,HOUSTON ASTROS,162,2282,6253,222,827,799,107,8.80%,19.80%,0.178,0.294,0.259,0.331,0.437,0.332,112,-9.3,82.0,-20.2,27.6,3.94,1.28,0.699,-2.0,-1.0,1
2022,HOUSTON ASTROS,162,2279,6054,214,737,715,83,8.70%,19.50%,0.176,0.278,0.248,0.319,0.424,0.324,113,-5.7,83.0,14.8,30.4,2.9,1.09,0.724,51.0,1.0,1
2021,HOUSTON ASTROS,162,2319,6291,221,863,834,53,9.00%,19.40%,0.177,0.303,0.267,0.339,0.444,0.336,115,-6.2,106.6,17.8,34.1,3.76,1.23,0.713,34.0,15.0,1
2020,HOUSTON ASTROS,60,860,2229,69,279,268,22,8.60%,19.70%,0.168,0.273,0.24,0.312,0.408,0.311,97,2.0,-7.3,-7.4,6.5,4.31,1.33,0.701,-4.0,-1.0,1
2019,HOUSTON ASTROS,162,2309,6394,288,920,891,67,10.10%,18.20%,0.221,0.296,0.274,0.352,0.495,0.355,124,-3.1,194.2,19.7,43.3,3.66,1.13,0.724,68.0,3.0,1
2018,HOUSTON ASTROS,162,2348,6146,205,797,763,71,9.20%,19.50%,0.17,0.289,0.255,0.329,0.425,0.327,110,0.8,72.5,35.5,32.7,3.11,1.1,0.729,71.0,29.0,1
2017,HOUSTON ASTROS,162,2313,6271,238,896,854,98,8.10%,17.30%,0.196,0.309,0.282,0.346,0.478,0.349,121,-0.4,162.6,-0.9,36.7,4.12,1.3,0.699,-16.0,-2.0,1
2016,HOUSTON ASTROS,162,2334,6204,198,724,689,102,8.90%,23.40%,0.17,0.298,0.247,0.319,0.417,0.317,101,8.6,16.8,16.9,24.9,4.06,1.29,0.704,17.0,-9.0,0
2015,HOUSTON ASTROS,162,2333,6073,230,729,691,121,8.00%,22.90%,0.187,0.292,0.25,0.315,0.437,0.325,108,8.1,66.7,-19.6,26.1,3.57,1.2,0.719,51.0,8.0,1
2014,HOUSTON ASTROS,162,2229,6055,163,629,596,122,8.20%,23.80%,0.141,0.298,0.242,0.309,0.383,0.308,98,3.6,-8.1,-57.9,13.7,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2013,HOUSTON ASTROS,162,2266,6020,148,610,566,110,7.10%,25.50%,0.136,0.304,0.24,0.299,0.375,0.298,85,-8.9,-112.7,-65.0,1.8,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2012,HOUSTON ASTROS,162,2421,6014,146,583,545,105,7.70%,22.70%,0.135,0.288,0.236,0.302,0.371,0.296,82,-16.9,-144.4,26.0,6.8,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2011,HOUSTON ASTROS,162,2377,6150,95,615,579,118,6.50%,18.90%,0.116,0.308,0.258,0.311,0.374,0.301,88,-0.6,-89.1,22.2,12.8,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2010,HOUSTON ASTROS,162,2358,6005,108,611,577,100,6.90%,17.10%,0.115,0.285,0.247,0.303,0.362,0.295,79,-6.4,-156.6,27.2,5.6,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2009,HOUSTON ASTROS,162,2340,6040,142,643,616,113,7.40%,16.40%,0.14,0.293,0.26,0.319,0.4,0.315,89,-18.0,-99.0,34.3,12.5,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2008,HOUSTON ASTROS,161,2312,6051,167,712,684,114,7.40%,17.40%,0.152,0.296,0.263,0.323,0.415,0.322,93,0.4,-49.2,83.4,22.8,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2007,HOUSTON ASTROS,162,2409,6324,167,723,700,65,8.60%,16.50%,0.152,0.291,0.26,0.33,0.412,0.325,92,-17.9,-86.6,5.3,12.4,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2006,HOUSTON ASTROS,162,2393,6326,174,735,708,79,9.20%,17.00%,0.154,0.286,0.255,0.332,0.409,0.322,90,5.7,-82.5,74.7,19.7,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2005,HOUSTON ASTROS,163,2324,6139,161,693,654,115,7.80%,16.90%,0.152,0.288,0.256,0.322,0.408,0.318,90,-0.1,-77.8,58.5,18.1,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2004,HOUSTON ASTROS,162,2391,6269,187,803,756,89,9.40%,15.90%,0.17,0.293,0.267,0.342,0.436,0.336,98,10.0,-7.1,48.7,24.6,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2003,HOUSTON ASTROS,162,2390,6320,191,805,763,66,8.80%,16.20%,0.169,0.289,0.263,0.336,0.431,0.333,97,10.9,-15.9,76.6,26.4,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2002,HOUSTON ASTROS,162,2342,6252,167,749,719,71,9.40%,17.90%,0.156,0.3,0.262,0.338,0.417,0.329,94,-6.2,-50.9,32.4,18.5,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2001,HOUSTON ASTROS,162,2121,6325,208,847,805,64,9.20%,17.70%,0.18,0.304,0.271,0.347,0.451,0.343,101,-8.8,-1.9,36.1,23.6,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2000,HOUSTON ASTROS,162,2303,6444,249,938,900,114,10.40%,17.50%,0.199,0.305,0.278,0.361,0.477,0.361,105,-0.3,45.4,-10.9,23.0,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2024,LOS ANGELES ANGELS,162,2308,5975,165,635,596,133,8.10%,23.70%,0.14,0.279,0.229,0.301,0.369,0.296,90,-14.2,-82.3,-55.8,6.3,4.72,1.4,0.69,5.0,15.0,0
2023,LOS ANGELES ANGELS,162,2314,6145,231,739,708,72,8.40%,24.80%,0.181,0.295,0.245,0.317,0.426,0.32,101,-11.5,-3.7,-48.2,15.9,4.64,1.42,0.682,-21.0,-15.0,0
2022,LOS ANGELES ANGELS,162,2327,5977,190,623,600,77,7.50%,25.70%,0.157,0.289,0.233,0.297,0.39,0.3,93,-2.3,-50.1,-34.7,10.9,3.79,1.24,0.709,17.0,15.0,0
2021,LOS ANGELES ANGELS,162,2325,6016,190,723,691,79,7.70%,23.20%,0.162,0.294,0.245,0.31,0.407,0.308,93,3.3,-47.5,-37.0,12.2,4.69,1.39,0.683,-15.0,-17.0,0
2020,LOS ANGELES ANGELS,60,890,2308,85,294,285,21,10.40%,21.20%,0.182,0.284,0.248,0.332,0.43,0.329,106,0.2,18.5,-24.5,7.7,4.63,1.38,0.686,-8.0,-8.0,0
2019,LOS ANGELES ANGELS,162,2425,6251,220,769,734,65,9.40%,20.40%,0.175,0.281,0.247,0.324,0.422,0.316,96,-1.4,-36.4,-19.9,16.5,5.12,1.42,0.684,-13.0,-22.0,0
2018,LOS ANGELES ANGELS,162,2467,6108,214,721,690,89,8.40%,21.30%,0.171,0.277,0.242,0.313,0.413,0.313,98,4.0,-12.6,4.4,20.6,4.15,1.34,0.704,-12.0,-5.0,0
2017,LOS ANGELES ANGELS,162,2392,6073,186,710,678,136,8.60%,19.70%,0.155,0.277,0.243,0.315,0.397,0.307,92,1.9,-60.8,27.1,16.6,4.2,1.29,0.7,-17.0,8.0,0
2016,LOS ANGELES ANGELS,162,2419,6041,156,717,686,73,7.80%,16.40%,0.145,0.289,0.26,0.322,0.405,0.314,99,-8.3,-18.8,-14.2,17.5,3.77,1.27,0.709,27.0,5.0,0
2014,LOS ANGELES ANGELS,162,2468,6284,155,773,729,81,7.80%,20.10%,0.147,0.305,0.259,0.322,0.406,0.321,110,1.3,67.3,16.0,30.8,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2013,LOS ANGELES ANGELS,162,2311,6260,164,733,696,82,8.40%,19.50%,0.15,0.307,0.264,0.329,0.414,0.325,109,-9.7,54.8,-56.8,21.6,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2012,LOS ANGELES ANGELS,162,2267,6121,187,767,732,134,7.30%,18.20%,0.159,0.311,0.274,0.332,0.433,0.331,113,13.5,109.8,2.5,33.4,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2011,LOS ANGELES ANGELS,162,2187,6088,155,667,629,135,7.30%,17.80%,0.149,0.288,0.253,0.313,0.402,0.313,98,-3.8,-14.6,35.0,23.3,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2010,LOS ANGELES ANGELS,162,2236,6089,155,681,656,104,7.70%,17.60%,0.142,0.281,0.248,0.311,0.39,0.31,94,-8.8,-54.2,-20.4,14.2,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2009,LOS ANGELES ANGELS,162,2246,6305,173,883,841,148,8.70%,16.70%,0.156,0.322,0.285,0.35,0.441,0.346,108,8.6,75.5,-5.7,29.0,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2008,LOS ANGELES ANGELS,162,2229,6155,159,765,721,129,7.80%,16.00%,0.145,0.299,0.268,0.33,0.413,0.324,96,-1.0,-30.9,-9.2,17.2,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2007,LOS ANGELES ANGELS,162,2230,6198,123,822,776,139,8.20%,14.20%,0.133,0.315,0.284,0.345,0.417,0.333,100,3.7,5.3,2.0,21.6,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2006,LOS ANGELES ANGELS,162,2264,6221,159,766,737,148,7.80%,14.70%,0.15,0.301,0.274,0.334,0.425,0.327,95,11.3,-27.4,-12.1,17.0,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2005,LOS ANGELES ANGELS,162,2234,6186,147,761,726,161,7.20%,13.70%,0.139,0.294,0.27,0.325,0.409,0.319,96,3.3,-30.8,17.0,19.6,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2004,LOS ANGELES ANGELS OF ANAHEIM,162,2217,6296,162,836,783,143,7.10%,15.00%,0.147,0.312,0.282,0.341,0.429,0.334,103,2.2,23.8,1.4,23.4,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2003,LOS ANGELES ANGELS OF ANAHEIM,162,2286,6119,150,736,687,129,7.80%,13.70%,0.144,0.291,0.268,0.33,0.413,0.323,96,-4.9,-33.0,27.1,20.2,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2002,LOS ANGELES ANGELS OF ANAHEIM,162,2307,6327,152,851,811,117,7.30%,12.70%,0.15,0.303,0.282,0.341,0.433,0.336,105,12.5,49.4,28.5,29.3,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2001,LOS ANGELES ANGELS OF ANAHEIM,162,1824,6226,158,691,662,116,7.90%,16.10%,0.144,0.29,0.261,0.327,0.405,0.318,93,0.3,-57.5,22.4,17.8,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2000,LOS ANGELES ANGELS OF ANAHEIM,162,1839,6373,236,864,837,93,9.50%,16.10%,0.193,0.303,0.28,0.352,0.472,0.356,106,-4.5,49.9,52.7,31.3,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
